GEOLOC_CD,MILSTAMP_CD,WTR_BDY_CD,ICAO_CD,CTRY_CD,GEOLOC_NM,GEOLOC_TY_CD,LAT_CN,LONG_CN,UPD_SOURCE,UPDATE_TIME,GEOLOC_INDX,TRX_TIME,TRX_DELETED
DWRZ,   ,17,    ,ILL,Clay City        ,CTY,38.68861,-88.354166,,0,10886,0,0
DWSB,   ,18,    ,IND,Clay City        ,CTY,39.276666,-87.112777,,0,10887,0,0
DWSE,   ,21,    ,KEN,Clay City        ,CTY,37.859166,-83.91861,,0,10888,0,0
DWSP,   ,18,    ,IND,Clay County      ,RPA,39.526666,-87.124999,,0,10889,0,0
DWSR,   ,20,    ,KAN,Clay Center      ,CTY,37.519443,-96.770832,,0,10890,0,0
DWSX,   ,36,    ,N Y,Clayburgh        ,CTY,44.716666,-73.466666,,0,10891,0,0
DWUX,   ,UK,    ,UK,Claydon          ,CTY,52.1,1.116666,,0,10892,0,0
DWVA,   ,UK,    ,UK,Claydon Ipoldp   ,POL,52.1,1.116666,,0,10893,0,0
DWVE,   ,21,    ,KEN,Clayhole         ,CTY,37.467221,-83.297499,,0,10894,0,0
DWVJ,   ,10,    ,DEL,Claymont         ,CTY,39.800555,-75.46,,0,10895,0,0
DWVM,   ,4,    ,ARZ,Claypool         ,CTY,33.416666,-110.866666,,0,10896,0,0
DWVN,   ,IT,    ,ITALY,Classe Fuori     ,CTY,44.383333,12.233333,,0,10897,0,0
DWVY,   ,21,    ,KEN,Clarkson         ,CTY,37.495277,-86.221388,,0,10898,0,0
DWWK,   ,18,    ,IND,Claypool         ,CTY,41.129166,-85.880554,,0,10899,0,0
DWWX,   ,42,    ,PENN,Claysburg        ,CTY,40.3,-78.45,,0,10900,0,0
DWWY,   ,FR,    ,FRANC,Clayes Sous Bois ,CTY,48.816666,1.983333,,0,10901,0,0
DWXS,   ,10,    ,DEL,Clayton          ,CTY,39.290555,-75.634721,,0,10902,0,0
DWXV,   ,13,    ,GEO,Clayton          ,CTY,34.878054,-83.401111,,0,10903,0,0
DWXY,   ,16,    ,IDA,Clayton          ,CTY,44.259444,-114.400833,,0,10904,0,0
DWYB,   ,17,    ,ILL,Clayton          ,CTY,40.031388,-90.960555,,0,10905,0,0
DWYE,   ,18,    ,IND,Clayton          ,CTY,39.689166,-86.522499,,0,10906,0,0
DWYH,   ,19,    ,IOWA,Clayton          ,CTY,42.903888,-91.147221,,0,10907,0,0
DWYL,   ,20,    ,KAN,Clayton          ,CTY,39.737499,-100.177221,,0,10908,0,0
DWYW,   ,1,    ,ALA,Clayton          ,CTY,31.866666,-85.466666,,0,10909,0,0
DWZB,   ,29,    ,MO,Clayton          ,CTY,38.65,-90.333333,,0,10910,0,0
DWZC,CAO,35,KCAO,N MEX,Clayton Muni Airp,CAP,36.44611,-103.166666,,0,10911,0,0
DWZK,   ,34,    ,N J,Clayton          ,CTY,39.66,-75.092499,,0,10912,0,0
DWZX,   ,35,    ,N MEX,Clayton          ,CTY,36.45,-103.15,,0,10913,0,0
DXAE,   ,36,    ,N Y,Clayton          ,CTY,44.239444,-76.08611,,0,10914,0,0
DXAW,   ,40,    ,OKLA,Clayton          ,CTY,34.616666,-95.4,,0,10915,0,0
DXAX,   ,19,    ,IOWA,Clayton Center   ,CTY,42.883333,-91.326666,,0,10916,0,0
DXBJ,   ,53,    ,WASH,Clayton          ,CTY,47.987499,-117.541666,,0,10917,0,0
DXBV,   ,17,    ,ILL,Claytonville     ,CTY,40.566943,-87.823054,,0,10918,0,0
DXCB,   ,36,    ,N Y,Clayville        ,CTY,42.983333,-75.25,,0,10919,0,0
DXCL,   ,44,    ,RH IS,Clayville        ,RPA,41.777777,-71.67611,,0,10920,0,0
DXCW,   ,51,    ,VIR,Clayville        ,CTY,37.459722,-77.817221,,0,10921,0,0
DXDC,   ,18,    ,IND,Clear Lake       ,CTY,41.751388,-84.839166,,0,10922,0,0
DXDJ,   ,53,    ,WASH,Cle Elum         ,CTY,47.195555,-120.938055,,0,10923,0,0
DXEB,   ,2,    ,ALS,Clear   Afs      ,AFS,64.301944,-149.122499,,0,10924,0,0
DXEJ,   ,51,    ,VIR,Clear Brook      ,CTY,39.256388,-78.096388,,0,10925,0,0
DXFE,   ,18,    ,IND,Clear Creek      ,CTY,39.109166,-86.539999,,0,10926,0,0
DXFP,   ,54,    ,W VA,Clear Creek      ,CTY,37.916111,-81.344444,,0,10927,0,0
DXFW,   ,49,    ,UTAH,Dma Dpo Clearfld ,DEP,41.1,-112.033333,,0,10928,0,0
DXFX,   ,54,    ,W VA,Clear Fork       ,CTY,37.630832,-81.683054,,0,10929,0,0
DXGA,   ,55,    ,WISC,Clear Lake       ,CTY,45.250277,-92.266666,,0,10930,0,0
DXGB,   ,19,    ,IOWA,Clear Lake       ,CTY,41.533333,-93.666666,,0,10931,0,0
DXGC,   ,17,    ,ILL,Clear Lake       ,CTY,40.050555,-90.308888,,0,10932,0,0
DXGE,   ,48,    ,TEX,Clear Lake       ,CTY,29.555,-95.115,,0,10933,0,0
DXGG,   ,46,    ,S DAK,Clear Lake       ,CTY,44.75,-96.666666,,0,10934,0,0
DXGL,   ,24,    ,MLD,Clear Spring     ,CTY,39.65,-77.916666,,0,10935,0,0
DXGR,   ,48,KBAZ,TEX,New Braunfels Mun,CAP,29.704444,-98.042221,,0,10936,0,0
DXGT,   ,54,    ,W VA,Clearco          ,CTY,38.093333,-80.569443,,0,10937,0,0
DXGV,   ,19,    ,IOWA,Clearfield       ,CTY,40.800833,-94.475554,,0,10938,0,0
DXGX,   ,21,    ,KEN,Clearfield       ,CTY,38.161944,-83.428888,,0,10939,0,0
DXHB,   ,42,    ,PENN,Clearfield       ,CTY,41.016666,-78.433333,,0,10940,0,0
DXHC,   ,46,    ,S DAK,Clearfield       ,CTY,43.168332,-100.027777,,0,10941,0,0
DXJB,   ,49,    ,UTAH,Clearfield       ,CTY,41.116666,-111.966666,,0,10942,0,0
DXJC,   ,49,    ,UTAH,Clearfield       ,NYI,41.116666,-111.966666,,0,10943,0,0
DXJH,   ,53,    ,WASH,Clearlake        ,CTY,48.461111,-122.223888,,0,10944,0,0
DXJS,   ,56,    ,WYO,Clearmont        ,CTY,44.640277,-106.380277,,0,10945,0,0
DXJU,   ,40,    ,OKLA,Clearview        ,CTY,35.396944,-96.18611,,0,10946,0,0
DXJV,   ,53,    ,WASH,Clearview        ,CTY,47.833888,-122.124721,,0,10947,0,0
DXLK,   ,12,    ,FLA,Clearwater       ,CTY,27.95,-82.8,,0,10948,0,0
DXLL,   ,12,    ,FLA,Clearwater       ,ADM,27.95,-82.75,,0,10949,0,0
DXLP,CLW,12,KCLW,FLA,Clearwater Air Pa,APT,27.976666,-82.758611,,0,10950,0,0
DXLR,   ,16,    ,IDA,Clearwater       ,CTY,46.022499,-115.889999,,0,10951,0,0
DXLT,   ,20,    ,KAN,Clearwater       ,CTY,37.502777,-97.504166,,0,10952,0,0
DXLW,   ,48,    ,TEX,Cleburne         ,CTY,32.350277,-97.384721,,0,10953,0,0
DXLZ,   ,31,    ,NEB,Clearwater       ,CTY,42.169999,-98.188055,,0,10954,0,0
DXMD,   ,53,    ,WASH,Clearwater       ,CTY,47.577777,-124.293333,,0,10955,0,0
DXME,   ,CA,CDJ4,CANAD,Clearwater       ,AFD,46.713333,-66.828332,,0,10956,0,0
DXMH,   ,21,    ,KEN,Cleaton          ,CTY,37.254444,-87.088888,,0,10957,0,0
DXMK,   ,40,    ,OKLA,Clebit           ,CTY,34.390277,-95.019999,,0,10958,0,0
DXML,   ,18,    ,IND,Cleveland        ,CTY,39.790277,-85.644721,,0,10959,0,0
DXMM,   ,39,    ,OHIO,Cleveland        ,ADM,41.567499,-81.367221,,0,10960,0,0
DXMP,   ,19,    ,IOWA,Cleghorn         ,CTY,42.812222,-95.7125,,0,10961,0,0
DXMR,   ,13,    ,GEO,Clem             ,CTY,33.528054,-85.013333,,0,10962,0,0
DXMT,   ,54,    ,W VA,Clem             ,CTY,38.634166,-80.914444,,0,10963,0,0
DXNP,   ,53,    ,WASH,Cleman Mtn       ,CTY,0,0,,0,10964,0,0
DXQM,   ,34,    ,N J,Clementon        ,FHG,39.75,-74.983333,,0,10965,0,0
DXQP,   ,34,    ,N J,Clementon        ,CTY,39.8,-74.983333,,0,10966,0,0
DXQR,   ,34,    ,N J,Clementon        ,MSL,39.8,-74.983333,,0,10967,0,0
DXQV,   ,20,    ,KAN,Clements         ,CTY,38.3,-96.740555,,0,10968,0,0
DXQW,   ,24,4MD4,MLD,Clements         ,APT,38.340555,-76.737221,,0,10969,0,0
DXQY,   ,24,    ,MLD,Clements         ,CTY,38.32611,-76.727499,,0,10970,0,0
DXRE,   ,21,    ,KEN,Clementsville    ,CTY,37.289999,-85.093055,,0,10971,0,0
DXRH,   ,37,    ,N CAR,Clemmons         ,CTY,36.033333,-80.416666,,0,10972,0,0
DXRL,   ,19,    ,IOWA,Clemons          ,CTY,42.113888,-93.155833,,0,10973,0,0
DXRP,   ,36,    ,N Y,Clemons          ,CTY,43.636388,-73.445833,,0,10974,0,0
DXRS,   ,40,    ,OKLA,Clemscot         ,CTY,34.347221,-97.456388,,0,10975,0,0
DXSP,   ,45,    ,S CAR,Clemson          ,CTY,34.683333,-82.833333,,0,10976,0,0
DXSV,   ,54,    ,W VA,Clendenin        ,CTY,38.48861,-81.348333,,0,10977,0,0
DXSZ,   ,UK,    ,UK,Cleobury Mortimer,APT,52.366666,-2.566666,,0,10978,0,0
DXTB,   ,40,    ,OKLA,Cleo Springs     ,CTY,36.405277,-98.440277,,0,10979,0,0
DXTG,   ,12,    ,FLA,Clermont         ,CTY,28.549166,-81.773054,,0,10980,0,0
DXTH,   ,13,    ,GEO,Clermont         ,CTY,34.477777,-83.77361,,0,10981,0,0
DXTL,   ,18,    ,IND,Clermont         ,CTY,39.809722,-86.322499,,0,10982,0,0
DXTP,   ,19,    ,IOWA,Clermont         ,CTY,43.003611,-91.652222,,0,10983,0,0
DXTS,   ,21,    ,KEN,Clermont         ,CTY,37.929721,-85.652777,,0,10984,0,0
DXUN,   ,34,    ,N J,Clermont         ,CTY,39.990555,-74.8,,0,10985,0,0
DXUP,   ,36,    ,N Y,Clermont         ,CTY,42.083333,-73.833333,,0,10986,0,0
DXUQ,   ,FR,    ,FRANC,Clermont         ,CTY,43.033333,1.3,,0,10987,0,0
DXUR,   ,FR,    ,FRANC,Clermont En Argon,CTY,49.116666,5.083333,,0,10988,0,0
DXUS,CFE,FR,LFLC,FRANC,Auvergne         ,CAP,45.786944,3.169999,,0,10989,0,0
DXVT,   ,FR,LFON,FRANC,Vernouillet      ,APT,48.705833,1.361388,,0,0,,0
DXXJ,   ,5,    ,ARK,Cleveland        ,CTY,35.421388,-92.709444,,0,10990,0,0
DXXP,   ,13,    ,GEO,Cleveland        ,CTY,34.596944,-83.763333,,0,10991,0,0
DXYK,   ,28,    ,MISS,Cleveland        ,CTY,33.716666,-90.766666,,0,10992,0,0
DXYL,   ,17,    ,ILL,Cleveland        ,CTY,41.506111,-90.314722,,0,10993,0,0
DXYP,   ,28,    ,MISS,Cleveland Miss   ,RTC,33.716666,-90.766666,,0,10994,0,0
DXYQ,   ,39,    ,OHIO,Cleveland        ,NAV,41.358055,-82.162222,,0,10995,0,0
DXZK,   ,36,    ,N Y,Cleveland        ,CTY,43.240277,-75.884166,,0,10996,0,0
DXZV,   ,38,    ,N DAK,Cleveland        ,CTY,46.891666,-99.117499,,0,10997,0,0
DYAA,   ,48,    ,TEX,Dyess            ,STG,32.43111,-99.85,,0,10998,0,0
DYAB,   ,48,    ,TEX,Dyess 01         ,NAV,32.448333,-99.860555,,0,10999,0,0
DYAC,   ,48,    ,TEX,Dyess 02         ,NAV,32.448055,-9.860277,,0,11000,0,0
DYAD,PK1,RM,PKRO,MARSH,Dyess Aaf        ,APT,9.396944,167.470832,,0,11001,0,0
DYAE,   ,53,58WA,WASH,Dye Seed         ,APT,46.5075,-117.44861,,0,11002,0,0
DYAT,   ,39,    ,OHIO,Cleveland 02     ,FHG,41.5,-81.7,,0,11003,0,0
DYAX,   ,39,    ,OHIO,Cleveland Ord Plt,AIN,41.166666,-81.083333,,0,11004,0,0
DYAZ,   ,39,    ,OHIO,Cleveland        ,CTY,41.5,-81.716666,,0,11005,0,0
DYBA,   ,39,    ,OHIO,Cleveland 02     ,CTY,41.5,-81.683333,,0,11006,0,0
DYBD,   ,39,    ,OHIO,Cleveland        ,ADM,41.5,-81.7,,0,11007,0,0
DYBH,   ,39,    ,OHIO,Cleveland        ,MSL,41.5,-81.7,,0,11008,0,0
DYBU,   ,40,    ,OKLA,Cleveland        ,CTY,36.31,-96.463888,,0,11009,0,0
DYCJ,   ,51,    ,VIR,Cleveland        ,CTY,36.94361,-82.151944,,0,11010,0,0
DYCM,   ,54,    ,W VA,Cleveland        ,CTY,38.726943,-80.392499,,0,11011,0,0
DYCS,CLE,39,KCLE,OHIO,Cleveland Hopkins,CAP,41.411666,-81.849721,,0,11012,0,0
DYCT,   ,39,    ,OHIO,Cleveland T A Plt,AIN,41.183333,-81.083333,,0,11013,0,0
DYCW,   ,39,    ,OHIO,Cleveland Ord I S,AIN,41.166666,-81.083333,,0,11014,0,0
DYCX,   ,39,    ,OHIO,Cleveland Afit 09,SCH,41.5,-81.7,,0,11015,0,0
DYCY,   ,36,    ,N Y,Cleverdale       ,CTY,43.477221,-73.643055,,0,11016,0,0
DYCZ,   ,39,    ,OHIO,Cleveland Navy   ,ADM,41.5,-81.7,,0,11017,0,0
DYDC,   ,39,    ,OHIO,Cleveland Hts    ,CTY,41.5,-81.583333,,0,11018,0,0
DYDE,   ,12,    ,FLA,Clewiston        ,CTY,26.733333,-80.933333,,0,11019,0,0
DYDG,   ,39,    ,OHIO,Cleveland Afit 01,SCH,41.5,-81.7,,0,11020,0,0
DYDH,   ,21,    ,KEN,Cliff            ,CTY,37.681388,-82.780554,,0,11021,0,0
DYDJ,   ,39,    ,OHIO,Cleveland Afit 02,SCH,41.5,-81.7,,0,11022,0,0
DYDK,   ,39,    ,OHIO,Cleveland Afit 03,SCH,41.5,-81.7,,0,11023,0,0
DYDL,   ,35,    ,N MEX,Cliff            ,CTY,32.95,-108.583333,,0,11024,0,0
DYDM,   ,39,    ,OHIO,Cleveland Afit 04,SCH,41.5,-81.7,,0,11025,0,0
DYDN,   ,39,    ,OHIO,Cleveland Afit 05,SCH,41.5,-81.7,,0,11026,0,0
DYDP,   ,39,    ,OHIO,Cleveland Afit 06,SCH,41.5,-81.7,,0,11027,0,0
DYDQ,   ,39,    ,OHIO,Cleveland Afit 07,SCH,41.5,-81.7,,0,11028,0,0
DYDR,   ,39,    ,OHIO,Cleveland Afit 08,SCH,41.5,-81.7,,0,11029,0,0
DYDT,   ,48,    ,TEX,Cleveland        ,CTY,30.333333,-95.083333,,0,11030,0,0
DYDV,   ,47,    ,TENN,Cleveland        ,CTY,35.15,-84.883333,,0,11031,0,0
DYDW,   ,51,    ,VIR,Cliffield        ,CTY,37.097777,-81.656944,,0,11032,0,0
DYDX,   ,37,    ,N CAR,Cliffside        ,CTY,35.216666,-81.766666,,0,11033,0,0
DYDY,   ,18,    ,IND,Clifford         ,CTY,39.282221,-85.869166,,0,11034,0,0
DYEA,   ,21,    ,KEN,Clifford         ,CTY,38.001111,-82.527221,,0,11035,0,0
DYEE,   ,38,    ,N DAK,Clifford         ,CTY,47.348055,-97.410277,,0,11036,0,0
DYEJ,   ,51,    ,VIR,Clifford         ,CTY,37.643333,-79.022499,,0,11037,0,0
DYEN,   ,34,    ,N J,Cliffside Park   ,CTY,40.821388,-73.988055,,0,11038,0,0
DYEQ,   ,54,    ,W VA,Clifftop         ,CTY,38.004166,-80.944166,,0,11039,0,0
DYES,   ,34,    ,N J,Cliffwood        ,CTY,40.436666,-74.239999,,0,11040,0,0
DYET,   ,34,    ,N J,Cliffwood Beach  ,CTY,40.441944,-74.217221,,0,11041,0,0
DYEU,   ,4,    ,ARZ,Clifton          ,CTY,33.066666,-109.283333,,0,11042,0,0
DYEV,   ,34,    ,N J,Cliffside        ,CTY,40.815,-73.984999,,0,11043,0,0
DYEW,   ,8,    ,COL,Clifton          ,CTY,39.091944,-108.448333,,0,11044,0,0
DYEX,   ,34,    ,N J,Clifton          ,DEP,40.884721,-74.168054,,0,11045,0,0
DYEY,   ,16,    ,IDA,Clifton          ,CTY,42.179999,-111.981943,,0,11046,0,0
DYFB,   ,17,    ,ILL,Clifton          ,CTY,40.935277,-87.934444,,0,11047,0,0
DYFD,   ,20,    ,KAN,Clifton          ,CTY,39.567221,-97.278332,,0,11048,0,0
DYFS,   ,34,    ,N J,Clifton          ,CTY,40.883333,-74.133333,,0,11049,0,0
DYFV,   ,36,    ,N Y,Clifton          ,CTY,40.619999,-74.077499,,0,11050,0,0
DYFX,   ,48,    ,TEX,Clifton          ,CTY,31.783333,-97.6,,0,11051,0,0
DYGV,   ,51,    ,VIR,Clifton          ,CTY,37.75,-79.8,,0,11052,0,0
DYHE,   ,54,    ,W VA,Clifton          ,CTY,39.002222,-82.041666,,0,11053,0,0
DYHS,   ,51,    ,VIR,Clifton Forge    ,CTY,37.75,-79.8,,0,11054,0,0
DYKS,   ,42,    ,PENN,Clifton Heights  ,CTY,39.933333,-75.3,,0,11055,0,0
DYLS,   ,36,    ,N Y,Clifton Park     ,CTY,42.871666,-73.724999,,0,11056,0,0
DYLT,   ,36,    ,N Y,Clifton Park 01  ,CTY,42.871666,-73.724999,,0,11057,0,0
DYLU,   ,36,    ,N Y,Clifton Park 02  ,CTY,42.871666,-73.724999,,0,11058,0,0
DYLV,   ,36,    ,N Y,Clifton Park 03  ,CTY,42.871666,-73.724999,,0,11059,0,0
DYMX,   ,36,    ,N Y,Clifton Springs  ,CTY,42.961666,-77.140277,,0,11060,0,0
DYNF,   ,5,    ,ARK,Clifty           ,CTY,36.237221,-93.79611,,0,11061,0,0
DYNK,   ,21,    ,KEN,Clifty           ,CTY,36.995277,-87.147777,,0,11062,0,0
DYNP,   ,8,    ,COL,Climax           ,CTY,39.378054,-106.183054,,0,11063,0,0
DYNW,   ,13,    ,GEO,Climax           ,CTY,30.875832,-84.431388,,0,11064,0,0
DYPA,   ,20,    ,KAN,Climax           ,CTY,37.719721,-96.223054,,0,11065,0,0
DYPF,   ,21,    ,KEN,Climax           ,CTY,37.469721,-84.224999,,0,11066,0,0
DYPS,   ,26,    ,MICH,Climax           ,CTY,42.233333,-85.333333,,0,11067,0,0
DYPT,   ,48,    ,TEX,Cline            ,CTY,29.466666,-99.983333,,0,11068,0,0
DYPX,   ,36,    ,N Y,Climax           ,CTY,42.365833,-73.851388,,0,11069,0,0
DYQF,   ,19,    ,IOWA,Climbing Hill    ,CTY,42.341666,-96.077499,,0,11070,0,0
DYQH,   ,51,    ,VIR,Clinchburg       ,CTY,36.831943,-81.814722,,0,11071,0,0
DYQK,   ,51,    ,VIR,Clinchco         ,CTY,37.161111,-82.36,,0,11072,0,0
DYQM,   ,13,    ,GEO,Clinchfield      ,CTY,32.413333,-83.638333,,0,11073,0,0
DYQP,   ,51,    ,VIR,Clinchport       ,CTY,36.676943,-82.742221,,0,11074,0,0
DYRJ,   ,48,    ,TEX,Clint            ,CTY,31.583333,-106.233333,,0,11075,0,0
DYRM,   ,5,    ,ARK,Clinton          ,CTY,35.583333,-92.45,,0,11076,0,0
DYRN,   ,9,    ,CONN,Clinton          ,CTY,41.27861,-72.528054,,0,11077,0,0
DYRP,   ,17,    ,ILL,Clinton          ,CTY,40.153611,-88.964444,,0,11078,0,0
DYRQ,   ,18,    ,IND,Clinton          ,CTY,39.210555,-85.131943,,0,11079,0,0
DYRS,   ,19,    ,IOWA,Clinton          ,CTY,41.844444,-90.18861,,0,11080,0,0
DYRT,   ,19,    ,IOWA,Clinton Ms R 13  ,DOC,41.834166,-90.181943,,0,11081,0,0
DYRX,   ,21,    ,KEN,Clinton          ,CTY,36.65,-89,,0,11082,0,0
DYSQ,   ,22,    ,LIA,Clinton          ,CTY,30.883333,-91.016666,,0,11083,0,0
DYTS,   ,24,    ,MLD,Clinton          ,CTY,38.816666,-77,,0,11084,0,0
DYVS,   ,25,    ,MASS,Clinton          ,CTY,42.416666,-71.683333,,0,11085,0,0
DYWP,   ,28,    ,MISS,Clinton          ,CTY,32.336944,-90.329443,,0,11086,0,0
DYXF,   ,29,    ,MO,Clinton          ,CTY,38.366666,-93.783333,,0,11087,0,0
DYXH,   ,30,    ,MONT,Clinton          ,CTY,46.766666,-113.683333,,0,11088,0,0
DYXK,   ,34,    ,N J,Clinton          ,CTY,40.879166,-74.315277,,0,11089,0,0
DYXM,   ,36,    ,N Y,Clinton          ,CTY,43.066666,-75.383333,,0,11090,0,0
DYXQ,   ,37,    ,N CAR,Clinton          ,CTY,35,-78.316666,,0,11091,0,0
DYXS,   ,40,    ,OKLA,Clinton          ,CTY,35.516666,-98.95,,0,11092,0,0
DYYM,   ,42,    ,PENN,Lock Haven       ,RTC,41.245833,-77.505833,,0,11093,0,0
DYZU,   ,CA,    ,CANAD,Clinton Cfi      ,SCH,43.6,-81.533333,,0,11094,0,0
DZ00,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11095,0,0
DZ01,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11096,0,0
DZ02,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11097,0,0
DZ03,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11098,0,0
DZ04,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11099,0,0
DZ05,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11100,0,0
DZ06,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11101,0,0
DZ07,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11102,0,0
DZ08,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11103,0,0
DZ09,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11104,0,0
DZ10,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11105,0,0
DZ11,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11106,0,0
DZ12,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11107,0,0
DZ13,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11108,0,0
DZ14,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11109,0,0
DZ15,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11110,0,0
DZ16,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11111,0,0
DZ17,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11112,0,0
DZ18,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11113,0,0
DZ19,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11114,0,0
DZ20,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11115,0,0
DZ21,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11116,0,0
DZ22,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11117,0,0
DZ23,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11118,0,0
DZ24,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11119,0,0
DZ25,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11120,0,0
DZ26,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11121,0,0
DZ27,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11122,0,0
DZ28,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11123,0,0
DZ29,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11124,0,0
DZ30,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11125,0,0
DZ31,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11126,0,0
DZ32,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11127,0,0
DZ33,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11128,0,0
DZ34,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11129,0,0
DZ35,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11130,0,0
DZ36,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11131,0,0
DZ37,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11132,0,0
DZ38,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11133,0,0
DZ39,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11134,0,0
DZ40,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11135,0,0
DZ41,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11136,0,0
DZ42,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11137,0,0
DZ43,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11138,0,0
DZ44,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11139,0,0
DZ45,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11140,0,0
DZ46,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11141,0,0
DZ47,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11142,0,0
DZ48,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11143,0,0
DZ49,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11144,0,0
DZ50,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11145,0,0
DZ51,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11146,0,0
DZ52,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11147,0,0
DZ53,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11148,0,0
DZ54,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11149,0,0
DZ55,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11150,0,0
DZ56,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11151,0,0
DZ57,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11152,0,0
DZ58,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11153,0,0
DZ59,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11154,0,0
DZ60,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11155,0,0
DZ61,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11156,0,0
DZ62,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11157,0,0
DZ63,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11158,0,0
DZ64,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11159,0,0
DZ65,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11160,0,0
DZ66,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11161,0,0
DZ67,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11162,0,0
DZ68,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11163,0,0
DZ69,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11164,0,0
DZ70,   ,UN,    ,UNKWN,Drop Zone        ,OPA,0,0,,0,11165,0,0
